,Type,Gender,FurLength,healthcat,statecat,MaturitySizecat,Photocat,quantitycat,paidcat,Target
58,1,1,2,0,1,0,3,0,0,1
59,2,3,1,0,0,0,1,1,0,4
60,2,2,1,0,1,1,4,0,0,1
61,1,1,1,1,0,1,2,0,0,4
62,1,2,1,0,1,1,2,0,0,4
63,1,1,2,0,0,1,4,0,0,2
64,1,3,2,1,1,1,5,1,0,3
65,1,2,2,1,1,1,4,0,0,1
66,2,2,1,0,0,1,1,0,0,4
67,2,1,1,0,0,0,1,1,0,2
68,2,2,1,0,0,1,1,0,0,2
69,1,1,2,1,0,1,3,0,0,4
70,1,2,1,1,1,1,1,1,0,4
71,1,2,2,0,1,1,1,0,0,3
72,1,1,1,1,0,0,4,0,0,1
73,1,1,1,1,1,0,3,0,0,4
74,1,3,2,0,0,1,4,1,1,2
75,1,2,1,0,0,1,1,0,0,0
76,1,2,1,1,1,0,3,1,0,4
77,1,2,1,1,1,1,3,0,0,3
78,1,1,2,1,1,1,4,0,0,1
79,1,2,1,1,1,1,1,0,0,3
80,1,2,1,1,0,1,1,0,0,4
81,1,1,2,1,1,0,2,0,1,1
82,1,1,2,0,0,1,1,0,0,2
83,1,1,2,0,1,1,3,0,0,3
84,2,2,2,0,1,1,3,0,1,3
85,1,2,2,0,1,1,3,1,0,2
86,2,2,2,0,1,1,2,0,0,4
87,1,1,2,0,1,0,3,0,0,2
88,1,2,2,1,0,1,5,0,0,3
89,1,1,1,1,1,1,5,0,0,3
90,1,1,1,0,0,1,4,0,0,3
91,2,3,2,0,1,0,3,1,0,4
92,1,3,1,0,1,1,0,1,0,4
93,2,1,1,0,0,0,5,0,0,3
94,2,2,1,0,1,1,1,0,0,4
95,1,1,1,0,0,1,2,0,0,3
96,2,2,2,1,0,0,3,0,0,1
97,1,2,2,0,0,0,3,0,0,3
98,1,1,1,0,0,1,3,0,0,3
99,2,1,2,0,1,1,1,0,0,1
100,2,3,2,0,0,0,1,1,0,2
101,1,2,2,0,1,1,2,0,0,2
102,1,1,2,1,0,1,3,0,0,4
103,1,2,2,1,1,1,1,0,0,3
104,2,2,1,1,1,0,5,0,0,1
105,2,1,2,0,0,0,2,0,0,2
106,2,3,1,1,0,1,3,1,1,0
107,1,2,1,0,0,1,2,0,0,3
108,2,2,1,0,0,1,2,0,0,1
109,1,2,1,1,0,1,3,0,0,4
110,1,2,1,0,0,0,4,1,0,3
111,2,2,2,1,0,1,1,1,0,4
112,2,2,1,1,0,1,4,0,0,2
113,1,1,1,0,0,0,3,0,0,4
114,1,2,1,0,1,1,3,0,0,4
115,2,3,2,0,1,0,2,1,0,4
116,1,2,2,1,1,0,3,0,0,1
117,2,2,1,0,1,0,3,0,0,4
118,2,1,2,1,1,1,0,0,0,4
119,2,2,1,0,1,1,3,0,0,1
120,1,3,2,1,1,1,3,1,1,1
121,1,1,1,1,1,0,3,0,0,2
122,1,1,2,1,0,1,1,0,1,2
123,2,3,1,0,0,0,3,1,0,3
124,1,3,1,0,1,0,3,1,0,1
125,2,1,2,0,1,0,1,0,0,2
126,1,1,1,1,0,1,5,0,0,3
127,1,2,2,0,0,1,3,0,0,3
128,1,1,2,1,1,1,3,0,0,1
129,1,2,1,0,0,0,1,1,0,4
130,1,2,1,0,0,1,4,0,0,4
131,2,3,2,0,1,1,3,1,0,1
132,2,2,2,0,0,0,3,1,0,2
133,2,1,1,1,1,1,5,0,1,2
134,2,3,1,0,0,1,2,1,0,4
135,1,3,1,1,1,1,4,1,0,4
136,1,3,1,1,1,0,3,1,0,2
137,2,1,2,0,1,1,1,0,0,3
138,1,2,2,1,1,1,5,0,0,3
139,1,1,1,0,1,1,3,0,0,2
140,2,2,1,1,1,1,5,0,0,2
141,2,1,2,0,0,1,4,0,1,3
142,2,2,2,1,0,1,3,1,0,2
143,1,2,1,1,0,1,2,0,0,3
144,2,3,2,0,0,1,4,1,0,2
145,1,1,1,1,1,1,1,1,0,1
146,1,2,1,1,1,1,2,0,0,2
147,2,2,1,0,1,0,3,0,0,3
148,2,3,1,0,0,1,2,1,0,2
149,1,1,2,1,1,1,2,0,0,2
150,1,2,1,1,0,1,2,0,0,3
151,2,2,2,0,1,1,2,0,0,3
152,2,1,2,0,1,0,2,0,0,1
153,2,2,1,1,0,1,3,0,0,2
154,1,3,2,0,1,1,5,1,0,4
155,1,2,2,0,0,0,3,0,0,3
156,1,2,1,0,1,1,1,0,0,4
157,1,2,2,1,0,1,1,0,1,4
158,1,1,1,1,0,1,1,0,0,2
159,2,3,2,0,0,1,5,1,0,2
160,2,2,1,0,0,0,3,0,0,1
161,1,2,2,0,0,1,4,1,0,1
162,1,2,1,1,1,1,3,0,0,1
163,1,3,1,1,1,1,3,1,1,3
164,1,3,2,0,1,1,4,1,0,4
165,2,3,2,1,1,1,0,1,0,4
166,1,3,1,0,0,1,1,1,0,4
167,1,2,2,1,1,1,3,0,0,3
168,1,2,1,0,0,0,2,0,0,2
169,2,2,1,0,1,1,3,0,0,2
170,2,1,1,0,0,0,1,0,0,0
171,1,2,1,1,1,1,5,0,1,2
172,2,1,1,0,0,1,3,0,0,4
173,1,1,2,1,0,1,1,0,1,4
174,1,3,1,0,0,1,4,1,0,3
175,2,1,1,1,1,0,3,0,1,2
176,2,1,1,0,1,1,1,0,0,2
177,2,2,2,0,1,1,3,0,1,2
178,1,1,1,0,1,1,3,0,0,2
179,1,2,1,1,1,0,2,0,0,4
180,1,1,1,1,1,1,3,0,0,3
181,2,1,1,1,1,1,5,0,0,4
182,2,2,1,0,0,1,3,1,0,4
183,1,2,2,0,0,1,2,0,0,4
184,2,1,1,1,0,1,2,1,0,4
185,1,1,1,1,0,1,0,0,0,3
186,1,1,2,0,1,1,3,0,0,4
187,1,1,2,0,1,1,1,0,0,3
188,2,2,1,0,0,1,1,1,0,4
189,1,2,2,1,1,1,4,0,0,2
190,1,1,1,0,1,0,1,0,1,4
191,1,1,1,0,0,1,3,0,0,1
192,1,2,1,0,1,0,2,1,0,4
193,1,2,1,1,1,1,5,0,0,4
194,1,2,2,0,1,1,3,0,0,1
195,1,2,1,0,0,1,1,0,0,2
196,1,1,1,1,1,0,5,1,0,2
197,2,1,1,1,0,0,3,0,0,4
198,1,2,1,1,0,0,3,0,0,1
199,2,1,1,1,1,1,4,0,0,2
200,2,1,2,0,0,0,5,0,0,4
201,1,1,1,1,1,1,5,0,0,1
202,2,2,1,0,1,1,4,0,0,4
203,1,1,1,1,1,1,3,0,0,3
204,1,1,1,1,1,1,1,0,0,4
205,2,1,1,1,0,0,5,0,0,2
206,1,2,2,0,1,1,1,0,0,4
207,2,2,1,1,0,1,5,0,0,3
208,1,2,1,0,1,1,4,0,0,1
209,1,1,1,0,1,1,2,0,0,3
210,2,2,1,0,0,0,5,0,0,1
211,1,1,2,1,1,1,4,0,0,3
212,2,2,1,0,1,1,5,1,1,4
213,2,2,1,1,0,1,2,0,0,4
214,2,2,1,0,1,0,4,0,0,1
215,2,3,1,0,1,1,1,1,0,1
216,1,3,1,1,1,0,5,1,0,3
217,2,2,1,0,1,1,4,0,0,4
218,1,2,1,0,1,0,2,0,0,2
219,1,2,2,0,1,1,3,0,0,1
220,1,2,1,0,0,0,4,1,0,1
221,2,1,2,0,1,1,3,0,1,1
222,1,2,1,1,1,1,3,0,1,4
223,2,2,1,1,1,1,4,0,1,4
224,1,2,1,1,1,1,4,0,0,4
225,2,2,2,0,1,0,3,0,1,2
226,1,1,1,0,0,1,5,0,0,1
227,1,1,1,1,1,1,1,0,0,3
228,2,2,1,0,1,1,5,0,0,2
229,1,1,1,0,1,1,0,0,0,4
230,1,3,1,0,1,1,4,1,0,3
231,2,1,1,0,0,1,2,0,0,2
232,1,2,2,0,0,1,1,0,1,4
233,2,2,1,0,1,1,0,0,0,4
234,1,2,1,1,1,1,1,0,0,3
235,1,2,1,0,0,0,3,0,0,1
236,1,1,2,1,1,1,1,0,0,1
237,2,1,1,1,0,0,4,0,0,1
238,1,2,1,1,1,1,3,0,0,1
239,1,2,2,1,1,0,3,0,0,1
240,1,3,2,0,1,1,2,1,0,1
241,1,1,1,0,1,1,2,0,0,2
242,2,2,1,0,1,1,4,1,0,2
243,2,2,2,0,0,1,3,0,0,2
244,2,2,2,1,1,1,3,0,0,1
245,2,1,1,0,0,0,1,0,0,3
246,1,2,2,1,1,1,5,0,0,1
247,1,2,2,0,1,1,5,0,0,3
248,2,3,2,0,0,1,3,1,0,1
249,1,2,1,1,1,1,5,0,0,2
250,1,2,1,1,1,1,1,0,0,3
251,1,2,1,1,1,1,3,0,0,4
252,1,2,2,0,1,1,3,0,0,2
253,2,2,1,0,1,1,3,0,0,1
254,2,1,1,1,1,1,2,0,0,2
255,2,2,2,1,1,1,3,0,0,3
256,2,2,1,1,0,0,3,0,0,2
257,2,2,1,0,0,1,3,0,0,2
258,1,2,1,0,0,1,3,1,0,2
259,1,2,1,1,0,1,5,0,0,0
260,1,1,2,1,0,0,3,0,0,0
261,2,1,1,0,0,0,5,1,0,3
262,2,1,1,0,0,1,2,0,0,1
263,1,3,1,0,0,0,4,1,1,4
264,2,1,2,1,1,1,1,0,0,4
265,2,2,1,0,1,1,1,0,0,4
266,1,2,1,0,1,1,4,0,0,1
267,2,1,1,1,1,1,0,1,0,4
268,1,2,2,1,1,1,2,0,0,3
269,2,3,2,0,1,0,5,1,0,2
270,2,2,1,0,0,1,3,1,0,1
271,1,2,1,0,1,1,2,0,0,1
272,1,1,2,0,0,1,3,0,0,1
273,2,2,1,1,0,0,5,0,1,4
274,2,1,1,0,0,0,1,0,0,2
275,1,3,1,0,1,1,2,1,0,2
276,1,1,1,0,0,0,3,0,0,2
277,1,2,1,0,1,1,2,0,1,4
278,1,1,2,0,1,1,1,0,0,1
279,1,2,2,0,0,1,5,0,1,3
280,1,1,2,1,1,1,1,0,0,2
281,1,2,1,1,0,1,1,0,0,3
282,2,1,2,0,1,0,3,0,1,1
283,1,2,1,0,0,1,2,0,0,3
284,1,2,1,1,1,1,5,0,0,2
285,1,1,1,1,1,1,4,0,0,2
286,1,2,1,1,1,1,3,0,0,2
287,1,2,2,1,1,1,3,0,0,3
288,1,2,2,0,1,1,5,0,0,3
289,2,2,2,0,1,1,5,0,0,2
290,2,2,2,0,1,1,3,0,0,4
291,2,2,2,0,0,1,3,0,0,1
292,2,1,2,0,1,1,3,0,0,1
293,1,2,2,1,1,1,3,0,0,1
294,1,2,1,1,0,1,1,0,0,2
295,2,1,2,0,1,0,3,0,0,1
296,1,2,1,1,0,1,5,0,0,3
297,1,1,2,1,1,1,1,0,0,1
298,2,1,1,0,1,1,5,0,0,1
299,1,2,2,1,0,1,4,1,0,4
300,1,2,1,0,0,1,1,0,0,3
301,2,1,2,1,0,0,4,0,0,2
302,1,2,2,1,1,1,5,0,1,4
303,1,2,1,0,0,1,2,1,0,2
304,1,1,2,1,1,1,0,0,0,4
305,2,1,1,0,1,1,3,0,0,4
306,1,2,2,1,1,1,3,0,0,2
307,2,1,1,1,1,0,4,0,0,1
308,1,2,2,0,0,1,3,1,0,1
309,1,2,1,0,1,0,1,0,0,4
310,1,2,1,0,1,1,1,0,1,1
311,2,2,2,1,0,1,5,0,0,4
312,2,2,2,1,0,1,3,0,0,4
313,1,2,2,1,0,1,2,0,0,2
314,1,1,1,1,0,1,2,0,0,4
315,1,2,1,0,0,1,2,0,0,4
316,1,2,1,0,1,1,3,0,0,4
317,2,1,2,0,0,0,3,0,0,4
318,1,1,1,0,1,1,2,0,0,4
319,1,2,1,0,0,1,2,0,0,3
320,2,3,1,0,1,1,5,1,0,4
321,1,2,2,0,1,0,1,0,0,3
322,1,1,1,1,0,1,1,0,0,2
323,1,3,1,0,1,1,4,1,0,4
324,2,1,2,1,1,1,2,0,0,1
325,1,2,2,0,1,1,1,0,0,3
326,2,1,1,0,0,0,4,1,0,2
327,2,3,1,0,0,1,3,1,0,1
328,1,2,2,0,0,1,1,0,0,3
329,1,2,1,0,0,0,2,0,0,4
330,1,2,1,1,1,1,5,0,1,4
331,2,3,1,0,0,1,5,1,0,4
332,1,1,1,0,1,1,5,0,0,3
333,2,1,2,0,1,0,1,0,0,4
334,1,2,2,0,0,1,1,0,0,4
335,1,1,1,1,1,1,1,0,0,3
336,2,2,1,1,1,1,5,0,0,2
337,1,1,2,0,1,1,2,0,0,2
338,1,2,2,1,1,1,3,0,0,3
339,1,2,2,0,1,1,3,0,0,3
340,1,2,1,1,1,1,5,0,0,3
341,1,2,2,1,1,1,3,0,0,3
342,1,1,1,1,0,0,1,0,0,1
343,2,3,1,0,0,0,4,1,1,3
344,1,2,1,1,1,1,5,0,0,3
345,1,1,2,0,1,0,3,0,0,2
346,2,1,2,0,1,1,4,0,0,2
347,2,2,1,0,1,0,3,0,0,1
348,1,3,1,0,1,1,2,1,0,1
349,1,1,1,0,0,1,4,0,0,3
350,1,1,1,1,0,1,1,0,0,2
351,1,2,2,1,1,1,1,0,0,2
352,1,2,2,1,1,1,3,0,0,4
353,2,3,2,1,0,0,5,1,0,3
354,2,2,1,0,0,1,1,0,0,1
355,1,2,1,1,0,1,5,0,0,4
356,1,2,2,0,0,1,1,0,0,2
357,2,2,2,0,0,0,5,0,0,1
358,1,2,1,1,1,1,3,0,0,4
359,2,3,2,0,1,0,1,1,0,4
360,2,1,1,1,1,1,0,0,1,2
361,2,1,2,1,1,1,4,0,1,2
362,2,3,2,0,1,0,5,1,0,2
363,1,1,1,1,1,1,5,0,0,2
364,1,2,1,0,0,1,5,0,0,3
365,2,1,1,0,0,1,3,0,0,4
366,1,2,2,0,1,1,3,0,0,2
367,1,1,2,1,0,0,0,0,0,1
368,1,1,1,0,0,1,3,0,1,1
369,2,2,1,0,0,1,3,0,0,2
370,2,3,1,0,0,1,3,1,0,1
371,1,1,2,1,1,1,1,0,0,4
372,2,1,1,0,0,0,1,0,0,4
373,2,1,2,1,1,1,5,0,0,4
374,2,2,1,0,0,0,3,0,0,2
375,1,1,2,0,1,1,1,0,0,2
376,2,1,1,0,0,1,3,0,0,2
377,1,3,1,0,0,0,1,1,0,2
378,1,1,1,0,1,1,1,0,0,4
379,1,3,1,0,0,1,1,1,0,4
380,2,2,1,0,0,0,4,0,0,1
381,1,1,1,0,1,1,5,0,0,2
382,1,3,2,0,0,0,4,1,1,2
383,2,3,1,0,1,0,0,1,0,2
384,2,2,1,1,1,1,1,0,1,4
385,1,2,2,1,1,0,1,0,0,1
386,1,1,1,1,1,1,1,0,0,4
387,1,2,1,1,1,1,5,0,0,2
388,2,2,1,0,0,0,3,0,0,3
389,2,2,1,0,1,1,3,0,0,2
390,1,1,2,0,0,1,3,0,1,4
391,1,2,1,1,1,1,3,0,0,3
392,1,2,1,0,1,0,5,1,0,2
393,1,2,2,0,1,0,1,0,0,4
394,1,1,2,1,1,1,2,0,1,1
395,2,2,1,0,1,1,2,0,0,1
396,1,3,2,0,1,0,4,1,0,2
397,1,2,2,1,1,1,1,0,0,3
398,2,2,1,0,1,0,1,0,1,4
399,1,2,2,1,1,1,2,0,0,1
400,2,1,1,0,1,1,3,1,0,4
401,2,2,1,0,1,0,3,1,0,4
402,1,2,2,0,0,1,4,0,0,1
403,2,2,2,1,1,1,1,0,1,1
404,1,1,2,0,1,1,1,0,0,4
405,2,1,1,0,0,1,1,0,0,1
406,1,2,2,0,1,1,3,0,0,4
407,2,1,1,1,0,0,4,1,1,4
408,1,1,1,1,0,1,5,0,0,2
409,2,2,1,0,0,1,5,1,0,3
410,2,2,1,0,1,1,3,0,0,0
411,2,2,1,0,0,1,3,0,0,0
412,2,2,1,0,1,0,2,0,0,4
413,2,2,2,0,0,1,3,0,0,4
414,1,2,2,0,1,1,2,0,0,3
415,1,3,2,1,1,1,1,1,0,4
416,2,1,1,0,1,0,2,0,0,3
417,1,2,1,0,0,0,5,0,1,1
418,2,1,1,1,0,1,1,0,0,4
419,1,1,2,0,1,0,5,0,0,2
420,2,1,1,0,1,1,4,1,0,4
421,1,1,1,0,0,1,1,0,0,2
422,1,2,1,0,0,1,4,1,0,3
423,1,2,2,0,1,1,3,0,0,3
424,1,1,2,0,0,1,1,0,0,3
425,1,1,1,1,1,1,3,0,0,3
426,1,1,1,0,0,1,1,0,0,2
427,2,3,2,1,0,1,4,1,0,4
428,2,1,1,0,1,0,1,0,0,4
429,2,1,1,1,0,1,3,0,0,1
430,2,1,2,1,1,1,2,0,1,2
431,2,3,2,0,0,1,4,1,0,3
432,2,2,1,0,1,0,4,0,0,2
433,2,3,2,0,1,1,3,1,0,1
434,1,2,2,1,0,0,3,0,0,1
435,2,3,2,0,1,0,3,1,0,1
436,1,3,1,0,1,1,5,1,0,1
437,2,2,1,1,1,0,3,0,0,4
438,2,3,2,0,1,1,1,1,0,4
439,1,2,2,1,1,1,1,0,0,3
440,1,1,1,0,1,1,1,0,0,1
441,1,2,2,0,1,1,3,0,0,4
442,1,1,1,1,1,1,2,0,0,1
443,1,1,1,0,0,1,2,0,0,1
444,2,2,1,0,0,0,3,0,0,4
445,2,1,1,0,1,1,4,0,0,3
446,2,1,1,0,0,1,5,0,1,2
447,1,1,2,1,1,1,2,0,0,1
448,2,2,2,0,1,1,4,0,1,1
449,1,2,1,1,1,1,1,0,0,1
450,1,1,2,1,1,0,5,0,0,1
451,2,2,2,0,0,1,2,0,0,3
452,2,1,1,0,1,1,1,0,0,1
453,1,2,1,0,0,1,3,0,0,1
454,1,2,1,0,1,1,3,0,0,4
455,1,2,2,1,1,1,3,0,0,4
456,1,2,1,0,0,1,2,1,0,3
457,1,2,1,0,1,0,3,0,0,4
458,2,2,1,0,0,0,5,0,0,2
459,1,3,2,0,0,1,1,1,0,1
460,1,2,2,0,1,1,4,0,0,4
461,2,1,1,0,1,0,4,0,0,2
462,2,1,2,0,1,1,1,0,0,1
463,2,1,1,1,0,0,5,0,0,2
464,2,2,1,0,0,1,3,0,0,2
465,2,3,2,0,1,1,2,1,0,2
466,1,2,1,1,1,1,3,0,0,3
467,1,1,1,1,1,0,5,1,0,4
468,1,2,1,1,0,1,2,0,0,2
469,2,2,1,0,1,0,1,0,0,2
470,1,1,1,1,0,1,0,0,0,4
471,1,2,1,1,0,1,1,0,0,4
472,1,2,1,0,1,1,3,0,0,3
473,2,3,1,0,1,1,1,1,0,4
474,1,1,2,1,0,0,4,0,0,1
475,1,2,2,0,1,1,5,1,0,2
476,2,2,1,1,1,1,4,0,0,4
477,1,2,1,1,1,0,1,0,0,0
478,2,1,2,0,1,1,1,0,0,1
479,2,3,1,0,0,1,2,1,0,4
480,1,1,2,1,0,1,4,0,1,3
481,1,2,1,1,0,1,4,0,1,4
482,1,2,1,0,0,1,3,0,0,3
483,1,2,1,0,0,0,1,0,0,2
484,1,1,1,1,1,1,3,0,0,1
485,2,3,1,0,0,1,3,1,1,4
486,1,1,2,0,0,1,1,0,0,4
487,1,2,2,1,1,1,4,0,0,1
488,1,2,2,1,1,1,1,0,0,1
489,1,2,2,0,0,0,2,0,0,4
490,2,1,2,0,0,1,2,0,0,4
491,1,3,1,0,1,1,2,1,0,4
492,1,2,2,1,0,1,5,0,0,4
493,2,2,1,1,1,0,5,0,0,3
494,1,1,1,1,1,1,5,0,0,2
495,2,3,1,0,1,1,3,1,0,1
496,1,2,1,1,0,0,1,0,0,2
497,2,1,2,1,1,1,1,0,0,1
498,1,2,2,1,1,1,2,0,0,2
499,2,2,2,0,1,0,1,0,0,3
500,2,2,2,0,0,1,1,0,0,1
501,2,3,1,1,1,0,3,1,0,2
502,1,2,2,0,0,1,1,0,0,3
503,1,2,2,1,1,1,1,0,0,2
504,1,3,1,1,1,1,3,1,1,2
505,1,2,2,1,0,1,2,0,0,4
506,2,2,1,1,0,0,3,1,0,4
507,2,1,1,0,0,1,2,0,0,1
508,2,1,2,0,0,0,0,1,1,4
509,2,1,1,1,0,0,5,0,0,2
510,1,1,1,0,1,1,1,0,0,3
511,1,3,1,0,1,1,5,1,0,3
512,1,2,1,0,1,1,1,0,0,4
513,2,2,1,1,1,1,1,0,0,3
514,2,1,2,1,1,0,0,0,0,4
515,1,1,1,0,0,0,1,0,0,4
516,1,2,2,0,0,1,3,0,0,4
517,1,3,1,0,1,1,1,1,0,1
518,2,1,2,1,1,1,4,0,0,1
519,1,1,2,1,1,1,4,0,0,1
520,1,2,2,1,1,0,0,0,0,4
521,2,1,2,0,1,1,1,0,0,1
522,1,2,2,1,1,0,3,0,0,2
523,2,1,1,0,0,0,3,1,0,2
524,2,2,2,0,0,1,4,0,0,2
525,2,2,1,0,1,0,3,0,0,4
526,1,1,1,1,1,1,1,0,0,4
527,1,1,1,0,1,1,3,0,0,1
528,2,2,1,0,0,0,3,0,0,4
529,2,2,1,0,0,0,3,0,0,1
530,1,2,1,1,1,1,3,0,0,2
531,1,2,1,0,0,1,2,0,0,3
532,1,2,2,0,0,1,5,1,0,1
533,1,3,2,0,1,1,3,1,0,4
534,1,2,2,1,1,1,2,0,0,1
535,1,2,1,1,1,1,5,0,1,3
536,2,2,2,0,1,1,2,0,0,2
537,1,2,2,0,0,0,3,0,0,4
538,1,2,2,0,0,0,0,0,0,4
539,2,1,2,0,0,0,1,0,1,1
540,1,2,1,0,1,1,5,0,0,2
541,2,1,1,0,1,1,4,0,1,2
542,2,3,1,1,0,0,4,1,0,4
543,1,1,1,1,0,0,4,0,0,4
544,2,1,1,0,1,1,2,0,0,3
545,1,2,1,0,0,1,3,1,0,4
546,1,2,1,0,1,1,4,1,0,3
547,1,1,1,0,1,0,3,0,0,4
548,2,1,1,0,1,0,3,0,0,1
549,1,1,1,1,0,1,2,0,1,1
550,1,1,1,1,1,0,5,0,0,3
551,1,2,1,0,1,1,2,0,0,3
552,2,2,1,0,1,0,4,1,0,3
553,2,2,1,1,1,0,5,1,0,4
554,2,1,1,1,1,1,5,0,1,4
555,2,3,2,0,1,1,5,1,0,2
556,1,1,2,0,0,0,2,0,0,4
557,2,3,2,0,1,0,3,1,0,4
558,2,1,1,1,1,0,2,0,1,1
559,2,2,2,0,0,0,5,0,0,4
560,1,2,1,0,1,1,4,1,0,3
561,2,2,1,1,0,0,3,0,0,3
562,2,1,1,0,0,1,3,0,0,2
563,1,1,2,0,0,1,1,0,0,4
564,2,1,1,0,0,0,3,0,0,1
565,2,1,1,0,0,0,3,1,0,4
566,2,2,1,0,0,1,1,0,0,2
567,1,1,2,1,1,1,2,0,1,2
568,1,3,2,0,1,0,1,1,0,1
569,2,1,1,0,0,1,3,0,0,4
570,2,1,2,1,0,1,3,0,0,3
571,2,1,1,1,1,1,3,1,0,4
572,2,2,2,0,0,1,2,0,1,1
573,1,2,1,0,1,1,3,0,0,1
574,2,1,2,0,1,0,3,0,0,3
575,1,1,2,0,0,0,3,1,1,3
576,1,2,2,1,1,1,1,0,0,2
577,2,1,1,1,0,0,3,0,1,4
578,1,1,1,1,1,1,2,0,0,4
579,2,2,2,0,0,0,5,1,0,0
580,1,2,2,0,1,1,5,0,0,4
581,2,2,1,0,1,1,4,0,0,1
582,1,2,2,0,0,1,1,1,0,4
583,2,2,1,0,0,0,2,0,0,4
584,2,2,1,1,1,0,2,0,0,2
585,2,1,1,0,0,1,5,0,1,2
586,1,1,1,0,0,1,2,0,1,3
587,1,2,2,1,1,1,5,0,0,4
588,2,3,2,0,1,0,2,1,1,2
589,1,1,1,0,0,0,3,0,0,2
590,1,1,1,1,1,1,5,0,0,2
591,1,2,2,0,0,1,0,0,0,1
592,2,2,2,0,1,1,5,0,1,3
593,2,1,2,0,1,1,4,1,0,2
594,2,1,1,1,1,1,3,0,0,4
595,1,2,2,1,1,1,3,0,0,3
596,1,3,1,0,1,1,5,1,0,3
597,1,3,2,0,0,1,0,1,0,4
598,2,3,2,0,1,1,2,1,0,2
599,2,1,1,0,0,1,2,0,0,3
600,1,1,2,1,1,1,3,0,0,4
601,1,3,1,0,1,1,5,1,0,2
602,1,2,1,1,0,1,5,0,0,2
603,2,3,1,0,1,1,5,1,0,2
604,2,1,1,0,0,1,1,0,0,4
605,2,1,2,0,0,1,3,0,0,4
606,1,3,1,0,0,1,1,1,0,4
607,1,2,2,0,0,1,1,1,0,2
608,1,1,1,1,1,0,3,0,1,4
609,2,2,2,0,1,1,1,0,0,4
610,1,2,1,1,0,1,2,0,0,3
611,2,1,2,0,1,0,3,0,1,2
612,1,1,2,1,1,0,2,0,1,2
613,2,1,1,0,1,1,4,0,1,2
614,2,1,1,1,1,1,4,0,1,3
615,2,2,1,1,1,1,5,0,1,4
616,1,2,1,1,0,1,5,0,1,4
617,1,2,1,0,0,0,0,0,0,4
618,2,1,1,1,0,1,1,0,0,3
619,2,1,1,0,1,1,4,0,1,2
620,1,2,1,0,1,1,3,0,0,3
621,1,3,1,0,1,1,5,1,0,2
622,2,2,2,0,1,0,3,0,0,2
623,1,2,1,0,1,1,2,0,0,2
624,1,1,1,1,1,1,1,0,0,1
625,2,2,2,1,1,0,5,0,1,3
626,1,3,2,0,0,1,5,1,0,4
627,2,1,1,0,0,0,1,0,0,1
628,1,1,1,1,1,1,2,0,0,4
629,1,2,2,0,0,0,3,0,1,4
630,2,2,1,1,1,0,4,0,0,2
